nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x,Relbow_y,Rwrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,class
0.4,0.37,0.4,0.52,0.32,0.52,0.27,0.78,0,0,0.5,0.54,0.54,0.7,0.39,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.35,0.37,0.45,0.35,0
0.4,0.37,0.4,0.52,0.32,0.52,0.27,0.78,0,0,0.5,0.54,0.54,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.35,0.37,0.45,0.35,0
0.39,0.37,0.4,0.52,0.32,0.52,0.27,0.78,0,0,0.5,0.54,0.54,0.7,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.37,0.45,0.35,0
0.39,0.37,0.4,0.52,0.32,0.52,0.27,0.78,0,0,0.5,0.52,0.54,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.37,0.45,0.35,0
0.39,0.37,0.4,0.52,0.32,0.52,0.27,0.81,0.39,0.76,0.5,0.52,0.54,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.37,0.45,0.35,0
0.39,0.37,0.4,0.52,0.32,0.52,0.27,0.81,0,0,0.5,0.54,0.54,0.7,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.37,0.45,0.35,0
0.39,0.37,0.4,0.52,0.32,0.52,0.27,0.81,0,0,0.5,0.52,0.54,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.37,0.45,0.35,0
0.39,0.37,0.4,0.52,0.32,0.52,0.27,0.81,0,0,0.5,0.52,0.54,0.7,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.37,0.45,0.35,0
0.39,0.37,0.4,0.52,0.32,0.52,0.27,0.81,0,0,0.5,0.54,0.54,0.7,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.37,0.45,0.35,0
0.4,0.37,0.4,0.52,0.32,0.52,0.27,0.81,0,0,0.5,0.52,0.54,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.37,0.45,0.35,0
0.4,0.37,0.4,0.52,0.32,0.52,0.27,0.81,0,0,0.49,0.52,0.54,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.37,0.45,0.35,0
0.39,0.37,0.4,0.52,0.32,0.52,0.26,0.76,0,0,0.49,0.52,0.55,0.67,0.38,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.37,0.45,0.35,0
0.39,0.37,0.4,0.52,0.32,0.5,0.24,0.74,0.42,0.67,0.49,0.52,0.56,0.63,0.39,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.37,0.45,0.35,0
0.4,0.37,0.4,0.52,0.32,0.5,0.26,0.74,0.4,0.65,0.5,0.52,0.57,0.63,0.4,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.35,0.37,0.45,0.35,0
0.4,0.37,0.4,0.52,0.32,0.5,0.26,0.78,0,0,0.5,0.52,0.57,0.7,0.38,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.43,0.33,0.35,0.37,0.45,0.35,0
0.4,0.37,0.4,0.54,0.32,0.5,0.26,0.78,0,0,0.5,0.52,0.56,0.7,0.38,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.43,0.33,0.35,0.37,0.45,0.35,0
0.4,0.37,0.4,0.54,0.32,0.52,0.26,0.81,0,0,0.5,0.54,0.56,0.7,0.38,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.37,0.45,0.35,0
0.4,0.37,0.4,0.54,0.32,0.52,0.26,0.81,0,0,0.51,0.54,0.56,0.7,0.38,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.37,0.45,0.35,0
0.4,0.37,0.4,0.54,0.32,0.52,0.26,0.81,0,0,0.51,0.54,0.56,0.7,0.38,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.37,0.45,0.35,0
0.4,0.37,0.4,0.54,0.32,0.52,0.26,0.81,0,0,0.5,0.52,0.56,0.7,0.38,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.37,0.45,0.35,0
0.4,0.37,0.4,0.52,0.31,0.52,0.26,0.81,0,0,0.5,0.52,0.56,0.7,0.38,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.37,0.45,0.35,0
0.4,0.37,0.4,0.52,0.32,0.52,0.26,0.81,0,0,0.51,0.54,0.56,0.7,0.38,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.37,0.45,0.35,0
0.4,0.37,0.4,0.52,0.32,0.52,0.26,0.81,0,0,0.51,0.54,0.57,0.7,0.38,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.37,0.45,0.35,0
0.4,0.35,0.4,0.54,0.31,0.52,0.26,0.81,0,0,0.51,0.54,0.56,0.7,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.35,0.37,0.45,0.35,0
0.4,0.35,0.4,0.52,0.31,0.52,0.26,0.85,0,0,0.51,0.52,0.57,0.74,0.38,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.31,0.43,0.31,0.35,0.35,0.45,0.35,0
0.4,0.35,0.4,0.54,0.31,0.52,0.26,0.87,0,0,0.51,0.52,0.57,0.76,0.38,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.31,0.43,0.31,0.35,0.35,0.46,0.33,0
0.4,0.35,0.4,0.54,0.31,0.52,0.26,0.87,0,0,0.52,0.54,0.57,0.78,0.37,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.31,0.43,0.31,0.34,0.35,0.46,0.33,0
0.4,0.35,0.4,0.54,0.31,0.52,0.26,0.89,0,0,0.52,0.57,0.57,0.81,0.38,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.31,0.43,0.31,0.34,0.35,0.46,0.33,0
0.4,0.37,0.4,0.54,0.29,0.54,0.26,0.89,0,0,0.52,0.57,0.57,0.83,0.37,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.43,0.31,0.34,0.35,0.46,0.35,0
0.4,0.37,0.4,0.57,0.29,0.54,0.26,0.89,0,0,0.52,0.57,0.57,0.85,0.37,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.43,0.31,0.34,0.35,0.46,0.35,0
0.4,0.37,0.4,0.54,0.29,0.54,0.26,0.89,0,0,0.52,0.57,0.57,0.83,0.37,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.43,0.31,0.34,0.35,0.46,0.35,0
0.4,0.35,0.4,0.54,0.29,0.54,0.26,0.91,0,0,0.52,0.57,0.59,0.83,0.37,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.43,0.31,0.34,0.35,0.46,0.33,0
0.4,0.35,0.4,0.54,0.29,0.54,0.26,0.89,0,0,0.52,0.57,0.57,0.83,0.37,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.31,0.43,0.31,0.34,0.35,0.46,0.33,0
0.4,0.35,0.4,0.54,0.31,0.52,0.26,0.89,0,0,0.51,0.57,0.57,0.81,0.37,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.31,0.43,0.31,0.34,0.35,0.45,0.33,0
0.4,0.35,0.4,0.54,0.31,0.52,0.26,0.87,0,0,0.52,0.52,0.57,0.76,0.37,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.31,0.42,0.28,0.34,0.35,0.45,0.33,0
0.4,0.35,0.4,0.54,0.31,0.52,0.26,0.85,0,0,0.51,0.52,0.57,0.76,0.38,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.31,0.42,0.31,0.34,0.35,0.45,0.33,0
0.4,0.35,0.4,0.54,0.31,0.52,0.26,0.83,0,0,0.51,0.54,0.56,0.72,0.38,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.31,0.42,0.31,0.34,0.35,0.45,0.35,0
0.4,0.35,0.4,0.54,0.31,0.52,0.26,0.83,0,0,0.51,0.54,0.56,0.72,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.31,0.42,0.31,0.34,0.35,0.45,0.35,0
0.4,0.35,0.4,0.54,0.31,0.52,0.26,0.83,0,0,0.51,0.54,0.56,0.72,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.31,0.34,0.35,0.45,0.35,0
0.4,0.35,0.4,0.54,0.31,0.52,0.26,0.83,0,0,0.51,0.54,0.56,0.72,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.35,0.45,0.35,0
0.4,0.35,0.4,0.54,0.31,0.52,0.26,0.83,0,0,0.5,0.52,0.56,0.7,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.37,0.45,0.35,0
0.4,0.35,0.39,0.54,0.31,0.52,0.27,0.83,0,0,0.5,0.52,0.56,0.72,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.37,0.45,0.35,0
0.44,0.35,0.39,0.52,0.31,0.52,0.29,0.83,0,0,0.5,0.52,0.59,0.72,0.39,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.31,0.44,0.31,0.35,0.37,0,0,0
0.44,0.35,0.39,0.52,0.31,0.52,0.31,0.85,0,0,0.49,0.52,0.59,0.72,0.42,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.31,0.44,0.31,0.35,0.35,0,0,0
0.43,0.35,0.38,0.52,0.29,0.52,0.32,0.85,0,0,0.46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.31,0.44,0.31,0.34,0.35,0,0,0
0.4,0.35,0.37,0.54,0.29,0.54,0.32,0.87,0,0,0.45,0.52,0.57,0.67,0.43,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.31,0.42,0.31,0.33,0.35,0,0,0
0.39,0.35,0.35,0.54,0.28,0.54,0.33,0.87,0,0,0.44,0.52,0.55,0.7,0.43,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.31,0.4,0.31,0.32,0.35,0,0,0
0.39,0.35,0.35,0.54,0.28,0.54,0.33,0.87,0,0,0.43,0.52,0.55,0.7,0.42,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.31,0.39,0.31,0.31,0.35,0,0,0
0.38,0.35,0.34,0.54,0.28,0.54,0.33,0.87,0,0,0.42,0.52,0.54,0.7,0.42,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.31,0.39,0.31,0.31,0.35,0,0,0
0.38,0.35,0.34,0.54,0.28,0.54,0.33,0.89,0,0,0.43,0.52,0.54,0.7,0.43,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.33,0.39,0.33,0.31,0.37,0,0,0
0.38,0.35,0.34,0.54,0.28,0.54,0.33,0.89,0,0,0.43,0.52,0.55,0.7,0.43,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.33,0.39,0.31,0.31,0.35,0,0,0
0.38,0.35,0.34,0.54,0.28,0.54,0.33,0.89,0,0,0.42,0.52,0.55,0.7,0.42,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.33,0.39,0.31,0.29,0.37,0,0,0
0.38,0.35,0.34,0.54,0.28,0.54,0.33,0.89,0,0,0.43,0.52,0.54,0.7,0.42,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.33,0.39,0.31,0.29,0.37,0,0,0
0.38,0.35,0.34,0.54,0.27,0.54,0.33,0.89,0,0,0.43,0.52,0.54,0.7,0.43,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.33,0.39,0.31,0.29,0.37,0,0,0
0.38,0.35,0.34,0.54,0.27,0.54,0.33,0.89,0,0,0.42,0.5,0.55,0.7,0.42,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.31,0.39,0.31,0.29,0.37,0,0,0
0.38,0.35,0.34,0.54,0.27,0.54,0.33,0.87,0,0,0.43,0.52,0.54,0.7,0.42,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.33,0.39,0.31,0.29,0.37,0,0,0
0.38,0.35,0.34,0.54,0.27,0.54,0.33,0.87,0,0,0.43,0.52,0.54,0.7,0.42,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.33,0.39,0.31,0.29,0.37,0,0,0
0.38,0.35,0.34,0.54,0.27,0.54,0.32,0.89,0,0,0.42,0.52,0.55,0.7,0.42,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.33,0.39,0.31,0.29,0.37,0,0,0
0.38,0.35,0.34,0.54,0.27,0.54,0.31,0.87,0,0,0.43,0.52,0.55,0.7,0.42,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.33,0.39,0.31,0.31,0.37,0,0,0
0.38,0.35,0.35,0.54,0.27,0.54,0.28,0.87,0,0,0.45,0.52,0.55,0.7,0.4,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.33,0.39,0.33,0.31,0.37,0,0,0
0.39,0.37,0.38,0.52,0.29,0.52,0.28,0.85,0,0,0.46,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.33,0.4,0.33,0.32,0.37,0.43,0.35,0
0.39,0.37,0.39,0.54,0.31,0.52,0.27,0.83,0,0,0.5,0.52,0.56,0.72,0.38,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.33,0.42,0.33,0.34,0.37,0.44,0.35,0
0.4,0.37,0.42,0.54,0.32,0.52,0.27,0.83,0,0,0.51,0.52,0.57,0.72,0.38,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.33,0.43,0.33,0.35,0.37,0.45,0.35,0
0.42,0.37,0.43,0.54,0.33,0.52,0.27,0.83,0,0,0.52,0.54,0.56,0.74,0.38,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.33,0.44,0.33,0.37,0.37,0.48,0.35,0
0.43,0.37,0.44,0.54,0.34,0.52,0.28,0.83,0,0,0.54,0.52,0.56,0.74,0.38,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.33,0.44,0.33,0.38,0.37,0.48,0.35,0
0.43,0.37,0.45,0.54,0.35,0.52,0.28,0.81,0,0,0.54,0.52,0.55,0.74,0.38,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.33,0.45,0.33,0.39,0.37,0.49,0.35,0
0.43,0.37,0.45,0.54,0.35,0.52,0.28,0.81,0,0,0.55,0.54,0.55,0.74,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.33,0.45,0.33,0.39,0.35,0.49,0.35,0
0.44,0.37,0.46,0.54,0.37,0.52,0.29,0.78,0,0,0.55,0.52,0.54,0.74,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.33,0.46,0.33,0.4,0.35,0.5,0.35,0
0.44,0.35,0.46,0.54,0.37,0.52,0.29,0.81,0,0,0.56,0.54,0.54,0.74,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.33,0.46,0.33,0.4,0.35,0.5,0.35,0
0.44,0.35,0.46,0.54,0.38,0.52,0.31,0.78,0,0,0.56,0.54,0.52,0.76,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.33,0.46,0.33,0.4,0.35,0.51,0.35,0
0.44,0.35,0.46,0.54,0.38,0.52,0.31,0.78,0,0,0.56,0.54,0.52,0.76,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.33,0.46,0.33,0.42,0.35,0.51,0.35,0
0.45,0.35,0.48,0.54,0.39,0.52,0.31,0.81,0,0,0.56,0.54,0.52,0.76,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.33,0.48,0.33,0.42,0.35,0.51,0.35,0
0.45,0.35,0.48,0.54,0.39,0.52,0.31,0.78,0,0,0.56,0.54,0.52,0.76,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.33,0.48,0.33,0.42,0.35,0.52,0.37,0
0.45,0.35,0.48,0.54,0.39,0.52,0.32,0.78,0,0,0.56,0.54,0.52,0.76,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.33,0.48,0.33,0.42,0.35,0.52,0.35,0
0.45,0.35,0.48,0.54,0.39,0.52,0.32,0.78,0,0,0.56,0.54,0.52,0.76,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.33,0.48,0.33,0.43,0.35,0.52,0.37,0
0.45,0.35,0.48,0.54,0.39,0.52,0.32,0.78,0,0,0.56,0.54,0.52,0.76,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.33,0.48,0.33,0.43,0.35,0.52,0.37,0
0.45,0.35,0.48,0.54,0.39,0.52,0.32,0.78,0,0,0.56,0.54,0.52,0.76,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.33,0.49,0.33,0.43,0.35,0.52,0.35,0
0.45,0.35,0.48,0.54,0.39,0.52,0.32,0.78,0,0,0.56,0.54,0.52,0.76,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.33,0.49,0.33,0.43,0.35,0.52,0.37,0
0.45,0.35,0.48,0.54,0.39,0.52,0.32,0.81,0,0,0.56,0.54,0.52,0.76,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.33,0.49,0.33,0.43,0.35,0.52,0.35,0
0.45,0.35,0.48,0.54,0.39,0.52,0.32,0.81,0,0,0.56,0.54,0.52,0.76,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.33,0.49,0.33,0.43,0.35,0.52,0.37,0
0.45,0.35,0.48,0.54,0.39,0.52,0.32,0.78,0,0,0.56,0.54,0.52,0.76,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.33,0.49,0.33,0.43,0.35,0.52,0.35,0
0.45,0.35,0.48,0.54,0.39,0.52,0.32,0.78,0,0,0.56,0.54,0.51,0.76,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.33,0.49,0.33,0.43,0.35,0.52,0.35,0
0.45,0.35,0.48,0.54,0.39,0.52,0.32,0.78,0,0,0.56,0.54,0.52,0.76,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.33,0.49,0.33,0.43,0.35,0.52,0.37,0
0.45,0.35,0.48,0.54,0.39,0.52,0.32,0.78,0,0,0.56,0.54,0.51,0.76,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.33,0.48,0.33,0.43,0.35,0.52,0.35,0
0.45,0.35,0.48,0.54,0.39,0.52,0.32,0.78,0,0,0.56,0.54,0.52,0.74,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.33,0.48,0.31,0.43,0.35,0.52,0.35,0
0.45,0.35,0.48,0.54,0.39,0.52,0.32,0.78,0,0,0.56,0.54,0.52,0.74,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.33,0.48,0.31,0.42,0.35,0.52,0.35,0
0.45,0.35,0.48,0.54,0.39,0.52,0.31,0.81,0,0,0.56,0.54,0.52,0.74,0.37,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.33,0.48,0.31,0.42,0.35,0.51,0.35,0
0.45,0.35,0.46,0.54,0.38,0.52,0.31,0.81,0,0,0.55,0.54,0.52,0.74,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.33,0.48,0.31,0.42,0.35,0.51,0.35,0
0.44,0.35,0.46,0.54,0.37,0.52,0.29,0.81,0,0,0.55,0.52,0.54,0.74,0.37,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.33,0.46,0.33,0.4,0.35,0.5,0.35,0
0.44,0.35,0.45,0.54,0.35,0.52,0.28,0.81,0,0,0.54,0.52,0.55,0.74,0.38,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.33,0.46,0.33,0.39,0.35,0.5,0.35,0
0.43,0.35,0.44,0.54,0.34,0.52,0.28,0.81,0,0,0.52,0.52,0.55,0.74,0.37,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.33,0.45,0.33,0.38,0.37,0.48,0.35,0
0.42,0.35,0.43,0.54,0.33,0.52,0.27,0.81,0,0,0.52,0.52,0.55,0.72,0.37,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.33,0.44,0.33,0.37,0.37,0.48,0.35,0
0.42,0.35,0.43,0.54,0.33,0.52,0.27,0.83,0,0,0.52,0.52,0.56,0.72,0.37,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.33,0.44,0.33,0.37,0.37,0.46,0.35,0
0.42,0.35,0.42,0.54,0.32,0.52,0.27,0.83,0,0,0.51,0.52,0.56,0.72,0.37,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.33,0.44,0.33,0.37,0.37,0.46,0.35,0
0.42,0.37,0.4,0.54,0.32,0.52,0.27,0.83,0,0,0.49,0.39,0.56,0.72,0.37,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.33,0.43,0.33,0.35,0.37,0.45,0.35,0
0.4,0.37,0.4,0.54,0.31,0.52,0.27,0.83,0,0,0.5,0.52,0.56,0.72,0.37,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.43,0.33,0.34,0.37,0.45,0.35,0
0.4,0.35,0.39,0.54,0.31,0.52,0.27,0.85,0,0,0.5,0.52,0.56,0.72,0.37,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.37,0.45,0.35,0
0.4,0.37,0.4,0.54,0.31,0.52,0.26,0.85,0,0,0.5,0.52,0.56,0.74,0.38,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.37,0.45,0.35,0
0.4,0.35,0.4,0.54,0.31,0.52,0.26,0.85,0,0,0.5,0.52,0.56,0.74,0.38,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.42,0.33,0.34,0.35,0.45,0.35,0
0.4,0.35,0.4,0.52,0.31,0.52,0.26,0.87,0,0,0.51,0.54,0.57,0.76,0.38,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.33,0.43,0.31,0.34,0.35,0.45,0.35,0
0.4,0.35,0.4,0.52,0.31,0.54,0.27,0.87,0,0,0.52,0.54,0.57,0.78,0.38,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.31,0.43,0.31,0.34,0.35,0.45,0.35,0
0.4,0.35,0.4,0.54,0.31,0.54,0.27,0.89,0,0,0.52,0.54,0.59,0.81,0.38,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.31,0.43,0.31,0.35,0.35,0.46,0.33,0
0.4,0.35,0.4,0.54,0.31,0.54,0.26,0.81,0,0,0.52,0.57,0.59,0.83,0.38,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.31,0.43,0.31,0.34,0.35,0.46,0.35,0
